"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAL025C",66.2568078543893,1.09773971946529,0.184498367945194,5.94986140902546,2.68369631572008e-09,2.79529109517848e-08
"YAR071W",13.1179184903937,3.17710969901144,0.53862356035244,5.89857171664111,3.66661593768465e-09,3.78089213440916e-08
"YHL040C",67.9782016859052,1.08572017918497,0.184309588657864,5.89074169765743,3.84466101788787e-09,3.94476247390916e-08
"YML055W",53.7357448128486,-1.39579311604615,0.238668012057207,-5.84826221165991,4.96735091641896e-09,5.02995091978463e-08
"YMR015C",63.5471203078932,1.15688854356513,0.199380461180602,5.80241683018883,6.53658189382377e-09,6.54398578917276e-08
"YLR213C",35.6651928960468,-1.78218914343904,0.307871189397365,-5.78874933678448,7.09124269026228e-09,7.07637395558915e-08
"YOR092W",71.735807002532,1.02909487878503,0.177797382584202,5.78802040743015,7.12207604440691e-09,7.09569798498318e-08
"YPL056C",41.1179358466765,1.39990289741491,0.241926198281276,5.7864873972322,7.1873476461838e-09,7.14921541590662e-08
"YDL167C",40.7523511280745,1.36211416439419,0.238233094436723,5.71756903722705,1.08058778326715e-08,1.05451050710944e-07
"YLR151C",61.3865043132096,-1.23404610573992,0.216489533784425,-5.70025757905114,1.19626536604397e-08,1.1600774012091e-07
"YML116W",66.8808357832249,1.03170213462418,0.181588673386597,5.6815335195919,1.33492344683839e-08,1.28447455141355e-07
"YOR340C",56.8396932952225,1.11614179739629,0.198532975434684,5.62194665622935,1.88817574791403e-08,1.80838132389228e-07
"YHL048W",58.2137488395391,-1.24040880366963,0.221652660067745,-5.59618279920719,2.19122664467511e-08,2.08392063627805e-07
"YNL188W",48.395735237017,-1.40175302893844,0.25156265698892,-5.57218247619389,2.51567718373552e-08,2.38353671298188e-07
"YIR042C",32.0394603111753,-1.8330742392502,0.329525600384659,-5.56276731492311,2.65529839441934e-08,2.5119772425493e-07
"YPR061C",43.8024525738144,-1.48500885475945,0.268350407785076,-5.53384236311205,3.13290563420752e-08,2.92357272380723e-07
"YLR076C",35.6040891497391,-1.66731829918421,0.303128242670637,-5.50037266239106,3.78989374489963e-08,3.51019050893623e-07
"YMR045C",11.9573218169028,2.8984676421285,0.528081598142922,5.48867381920028,4.04962643455652e-08,3.72288837304624e-07
"YLL052C",12.6551782208584,2.75872522761575,0.503341289438526,5.48082441377518,4.233484743785e-08,3.88613799848632e-07
"YBL084C",74.1214633857369,-1.03381431560489,0.190557381631415,-5.42521264069706,5.78855864357335e-08,5.24360356190166e-07
"YLR312C",34.390357695724,-1.65656897423228,0.306727205363119,-5.40078918748387,6.63483594406326e-08,5.98392565392411e-07
"YBR014C",77.2266496056761,-1.01285262153887,0.188053072853669,-5.38599346540326,7.20455802999011e-08,6.46946306698822e-07
"YNL024C",36.2083827049354,1.36720147688163,0.255813774332493,5.34451860713573,9.06576635644837e-08,8.07048869745987e-07
"YJL077C",40.0669766505646,-1.43888706527253,0.274311447221013,-5.24545030785104,1.5590107641004e-07,1.36237282450412e-06
"YAL054C",64.4150915067555,-1.09166167554638,0.208589718443383,-5.23353539998512,1.6629813943566e-07,1.44913604040623e-06
"YIL113W",44.8109164802811,1.18256233760629,0.226266900198053,5.2264044655722,1.72838057061812e-07,1.5018947458447e-06
"YPL025C",16.6004130591694,-3.61190576585057,0.692655471692013,-5.21457768467119,1.84236482210231e-07,1.5942253362723e-06
"YGL236C",47.0865171371059,1.14087973621038,0.220051521128983,5.18460281645429,2.16475698007981e-07,1.85872631896218e-06
"YDR259C",28.8338015498865,-1.77233055200038,0.342272260407335,-5.17813085375702,2.24120015726279e-07,1.91523554875482e-06
"YDL067C",68.0071560984968,-1.03255258990006,0.199455818988966,-5.17684866319786,2.25665119171652e-07,1.92577943767587e-06
"YGR177C",23.4050838777609,1.68397261956227,0.329111216918823,5.11672812409075,3.10881228841309e-07,2.59921913897456e-06
"YNR053C",34.8613568850273,1.31236666166853,0.257552775422469,5.09552521620404,3.47775723921881e-07,2.88043963039448e-06
"YIL119C",32.0117697759706,1.37246555339876,0.269363321106333,5.09522064014412,3.48335326866871e-07,2.88121746968627e-06
"YJL106W",41.2692870017985,-1.36298400782866,0.269085453237597,-5.06524597085955,4.07873352664805e-07,3.33797940864702e-06
"YKL066W",26.7831210688011,-1.78666861096685,0.355070412500911,-5.03187127979091,4.85715355078933e-07,3.94696852988802e-06
"YDL206W",50.5595603488666,-1.1714081106843,0.235495882125785,-4.97421908234736,6.5511187612156e-07,5.25703914080946e-06
"YGR096W",52.7923434424468,-1.12907826851903,0.228299841696091,-4.94559374255742,7.59121282399757e-07,6.06023661188039e-06
"YLR346C",12.2370447117971,2.39368667641942,0.484275591492673,4.94281916840245,7.70008999324159e-07,6.13923412218888e-06
"YPR015C",22.4541996359715,-1.99058717403645,0.402856441356499,-4.94118244040915,7.76502066162258e-07,6.18303511370128e-06
"YOL014W",32.7878746120612,1.30208360004493,0.264426405795474,4.92418144144064,8.47142076792248e-07,6.71957439629953e-06
"YGR087C",15.7286776691405,-2.77290531845261,0.577973996264078,-4.79762988711634,1.60554095568016e-06,1.22635578923372e-05
"YKL108W",39.4460260270824,-1.31822096935398,0.275170707536625,-4.79055703695686,1.66318935599352e-06,1.26882275530603e-05
"YOR100C",17.3386693522501,-2.40131238369671,0.501558860926351,-4.78769805653841,1.68705214763584e-06,1.28544231987967e-05
"YGR067C",30.2762401931604,-1.53315140255124,0.32134719009183,-4.77101231883534,1.83302328182807e-06,1.38811689653246e-05
"YIL026C",55.5735709882862,-1.05478005014315,0.22119709894103,-4.76850761240927,1.85595661292009e-06,1.40376571688712e-05
"YJR150C",8.48037875101929,2.94151575011785,0.639327363525202,4.60095393680408,4.20560433128103e-06,3.04684707232268e-05
"YOR083W",37.5176330983457,1.15062845627065,0.251389401852285,4.57707623230178,4.71519668723894e-06,3.4040749012774e-05
"YMR292W",37.3191660414619,-1.29736368715669,0.283942644864387,-4.5691047492226,4.89811948035774e-06,3.5320122639829e-05
"YFL053W",17.7915931933462,1.67549359421755,0.368374031814815,4.54834882351272,5.40684625904843e-06,3.88076076621028e-05
"YLL053C",13.8854138911018,1.96494126434666,0.432527680487154,4.54292604379344,5.54787193964462e-06,3.9727643160395e-05
"YHR070W",30.9040337994354,1.27500446486634,0.280682529014727,4.54251452465516,5.55871652383236e-06,3.97592822346252e-05
"YJL069C",36.6301699915485,1.12229200227145,0.248801591656685,4.51079108778398,6.45863055952588e-06,4.59833685521135e-05
"YGR110W",19.2334578462624,-1.92349891502044,0.431180328826739,-4.46100804332695,8.15750281816178e-06,5.71579500973578e-05
"YLR290C",41.7648039590461,-1.13867216536897,0.258474162835104,-4.40536165347946,1.05607535638819e-05,7.34150362918398e-05
"YOL152W",23.9160029571253,1.38236123871832,0.315365314352827,4.38336486545808,1.16860148443465e-05,8.03348598244133e-05
"YKL037W",27.8764443701307,-1.43357722064722,0.328885205964474,-4.35889846867139,1.30718737274672e-05,8.92667580042382e-05
"YDR079W",21.5229310435609,-1.72039147795542,0.395475477738127,-4.35018496670132,1.36022745639014e-05,9.24805194800636e-05
"YGR079W",11.7957454567578,2.06139106229433,0.475861890900557,4.33191037507373,1.47821117347648e-05,9.99529238284041e-05
"YCR097W",30.4987429150676,-1.36404193720823,0.317605258043616,-4.29477126924929,1.74873537670534e-05,0.000117220214254344
"YDR119W-A",10.7172268417326,2.1642730348852,0.505527956440537,4.28121334796996,1.85877045713405e-05,0.000124192363048471
"YJR078W",16.5331573977984,-2.02411259211375,0.474124046854827,-4.26916248087606,1.96208306472435e-05,0.000130812585360448
"YCR025C",14.5810594956937,-2.26731446558844,0.531909538984114,-4.2625941056044,2.02067357413558e-05,0.000134284719690407
"YOR154W",34.8856568383998,-1.21016526928424,0.286936312231808,-4.21753963404459,2.46982418145074e-05,0.000162216583977024
"YPR064W",10.7620865031997,-3.73349811488283,0.889746980909715,-4.19613462589729,2.71508898324492e-05,0.000176452264068659
"YLR112W",22.1816148118662,-1.59136313998364,0.379617185430153,-4.19202080690956,2.76480631781605e-05,0.000178931555317238
"YLR136C",38.0481450901042,1.0458370452597,0.24958577763543,4.19029103007367,2.78596889965573e-05,0.000179549891480937
"YJL103C",35.2579067309699,-1.18178363366331,0.282823482277508,-4.17852019976099,2.93411940819021e-05,0.000188508793130559
"YJL170C",23.5252264405815,-1.54043688026325,0.368846319855631,-4.17636505324545,2.96204329713589e-05,0.000190105413686512
"YGL184C",31.8559731228911,1.12480355116649,0.269702027737543,4.17054169226002,3.03876451977134e-05,0.000194827316930832
"YDR076W",28.3679852848049,-1.34048726963419,0.322011089671277,-4.16286057415792,3.14285289388426e-05,0.000200669049065654
"YDR123C",29.5160004814485,-1.29898100794673,0.316242464106342,-4.10754770589545,3.99882201366213e-05,0.000249654004021469
"YIL020C",29.4827734956848,1.15299622157319,0.282181986800619,4.08600220958775,4.3886960299752e-05,0.00027261909977366
"YLR342W-A",15.2879571958718,-2.03038838955095,0.49701013752853,-4.0852051824283,4.40378839854886e-05,0.000273282234922987
"YBL044W",10.7231201989349,-2.91621451619328,0.71872887735375,-4.05746117636226,4.96090607158653e-05,0.000303591749405597
"YKL042W",41.4041097912647,-1.03857262196322,0.256124886732982,-4.05494614447977,5.0145854867654e-05,0.000306573521804521
"YLR326W",34.7075042884476,-1.14861313641795,0.28488513041978,-4.03184657172336,5.53403124918188e-05,0.000336336457158038
"YOR376W",8.51647617112549,-4.93780372030976,1.22867275512939,-4.01881111117319,5.84925382775719e-05,0.000353756925047251
"YKR097W",22.0862540380287,-1.49878520658005,0.373112822588897,-4.01697587389389,5.8949756621073e-05,0.00035617396895955
"YDR383C",38.3884747916335,-1.08742767886199,0.270978573119152,-4.0129655505413,5.9960666729984e-05,0.000360872222819466
"YJR048W",24.1413649542764,1.27269665212644,0.317379371140003,4.01001693196067,6.07143939054194e-05,0.000364684724266407
"YDR018C",21.1560932234819,-1.59256557003483,0.397363864448361,-4.00782686227824,6.12800171384528e-05,0.000366672597713353
"YOR114W",18.8709475226351,-1.67003557443932,0.419411710943811,-3.98185251117858,6.83802095011092e-05,0.000405237889064524
"YGR050C",22.639611848172,-1.46668528946738,0.369455495521425,-3.96985647052672,7.19159398866844e-05,0.000424160076338338
"YLR227W-B",6.53924216942258,2.92428558771249,0.738341233104362,3.96061530441326,7.47568844043518e-05,0.000438824329990251
"YNL303W",9.81230986813172,-3.13379446558705,0.793354722692926,-3.95005459216256,7.81333700765199e-05,0.000456048264776819
"YNL259C",34.4022757301246,-1.12839011812206,0.287036765385425,-3.93116929326768,8.45337180246779e-05,0.000489251743141892
"YBR085W",26.4583322766488,1.16579149509919,0.298280961730613,3.90836709233912,9.29220426725093e-05,0.000536796151274337
"YDL009C",20.5695249251079,-1.54214962158774,0.396055107632762,-3.89377536576976,9.86960502239428e-05,0.000567502288787671
"YBR111W-A",37.6369758268484,-1.04350111003433,0.268221943762674,-3.89043899762964,0.000100063030547469,0.000573762715474688
"YBR247C",24.1088448942461,1.20683812587995,0.310404844888207,3.88794874098887,0.000101094968842389,0.000578607374863884
"YDR078C",21.6569751888567,-1.45950086863051,0.3767468610501,-3.8739562807835,0.000107082631141897,0.000609494239995325
"YPR158C-D",5.20352721328721,3.45531680897012,0.892715081260597,3.87057066862911,0.000108580874211272,0.000616886931813719
"YMR036C",36.3673576396521,-1.05942561444258,0.273973413970064,-3.86689204288391,0.000110231195342096,0.000625114945537624
"YDL227C",14.0178580721647,1.59795739886494,0.413325951087939,3.86609501450093,0.000110591867170499,0.000626012700991653
"YIL099W",32.5640444002288,1.01908172026268,0.26410104349179,3.85868115774544,0.000114000549221338,0.000644135409068241
"YDL127W",30.3753046058241,-1.1837533002197,0.307296475338025,-3.85215384887698,0.000117083419945818,0.000660341950049932
"RUF21",4.13117660397891,-4.89923816138369,1.28214317003455,-3.82113189531843,0.000132840579718336,0.000737637335225741
"YGR230W",25.2285283982144,-1.30287650950636,0.341483494877125,-3.81534255403815,0.000135994145018528,0.000753935231551387
"YPR044C",9.3601032395745,-3.06093682372955,0.803165271797548,-3.81109210172762,0.000138354203331587,0.000765650676218718
"YBR168W",34.8964049636004,-1.06294793497368,0.280672384023992,-3.78714827491833,0.000152386172284492,0.000834348007012523
"YLR111W",8.87442854529515,-4.06059173563541,1.07734741457089,-3.76906435260975,0.000163860640431389,0.000886193865689689
"YDR536W",22.5721847350721,-1.37877730365332,0.365954363212819,-3.7676208900712,0.000164810735510998,0.000889776632291925
"YMR244W",12.1677464592638,-2.13091818015778,0.567192162771091,-3.75695984540214,0.000171990081064961,0.000926918668596615
"YIL079C",24.4234733615816,1.14291144537983,0.304529578003319,3.75303920516834,0.00017470351933357,0.000939904934014607
"YOR032C",23.6063313332594,1.16194334783207,0.310779728011613,3.73880032415965,0.000184900512542187,0.000989957337036073
"YML122C",8.83530850009171,-2.9633658899546,0.80005617659942,-3.70394726849078,0.000212270401573642,0.00112731070775633
"YOR075W",37.933936555669,-1.01990456438112,0.277992024785767,-3.66882670525207,0.000243666169987187,0.00127867904470799
"YPR143W",20.1918335258686,-1.41139255053204,0.385105532451185,-3.66495007627797,0.000247386835075489,0.00129490892437567
"YPL142C",8.72603002109285,-2.94381012308555,0.803490304504293,-3.66377802766607,0.000248522179262008,0.00129975209052751
"YBR156C",31.2551472624811,-1.07920793917776,0.296267984225989,-3.64267486410058,0.000269819562929176,0.00139696538564252
"YFL014W",10.2383149659097,1.88755285374175,0.522508781914541,3.61248063013508,0.000303281767559893,0.00154309563806995
"YCR072C",16.0137201676713,1.37210782546639,0.381352358328476,3.59800534990931,0.000320667024494948,0.00162439106487009
"YPL018W",20.5856991085925,1.25443164621482,0.348681719399643,3.59764099011181,0.000321116436487539,0.00162448682955716
"YLR273C",22.2419531581885,-1.34817972031498,0.376410014815695,-3.58167866754317,0.000341393540490262,0.00172003406760037
"YDR374W-A",18.8329684901793,-1.45917473591006,0.408302570508562,-3.5737583872974,0.000351893657784015,0.00176574700787486
"SCR1",23.9475760598921,1.09951526904754,0.307934736363391,3.57061136405868,0.000356148992354207,0.00178276198680864
"YCL048W",9.54784336428784,-2.41981364102238,0.678412607008348,-3.5668759926105,0.000361262329704029,0.00180397904267863
"YEL033W",30.5321421573587,-1.08517991954529,0.304898692737385,-3.55914913836635,0.000372058220439727,0.00185191006424827
"YKR045C",28.0146260809516,1.02415766940125,0.287849809755344,3.55795847241214,0.000373748383142866,0.00185882736857308
"RUF20",15.526913087094,-1.64201664140707,0.461695395822407,-3.55649342892447,0.000375837876581935,0.00186322831924073
"YNL054W-B",13.6412868314969,1.48375981603788,0.417370576871407,3.55501776660942,0.000377953549578163,0.00187221666232193
"YOL034W",30.2188640479897,-1.06410728718908,0.302461673928942,-3.51815578273588,0.000434557177266635,0.00212706112005433
"YAL037C-A",3.26211779091044,-4.55838919343003,1.31096676959313,-3.47712032002518,0.000506830318776323,0.00245172727307984
"YKL162C",23.3305918078829,-1.21412924730335,0.357368931798377,-3.39741130039906,0.000680266372946179,0.0031884909465288
"YPR020W",24.1493419436925,-1.14490908487366,0.340154061239307,-3.36585452104358,0.000763069409520251,0.0035390632958784
"YBL039W-B",17.370628231659,-1.40355951011694,0.41911187521403,-3.3488898624029,0.00081136041680953,0.00374618425283624
"YOL084W",19.2308134473552,-1.31192491678988,0.39177931113706,-3.34863245581367,0.000812114513199645,0.00374686986813289
"YHR095W",2.93977723908541,-4.40763838428895,1.32795247185046,-3.31912359645451,0.000903004519795489,0.00413231432246648
"YDR323C",17.2648752274629,-1.39205078666019,0.422311757651838,-3.29626339176619,0.000979801080372363,0.00446722865457908
"YOR064C",25.7710864398998,-1.07988955698344,0.327871698017073,-3.29363456350295,0.000989009890068688,0.00450589410151323
"YOL114C",17.8552391013716,-1.35600577086066,0.411796253752978,-3.29290458206566,0.000991581200673539,0.00451428468621574
"YKL061W",24.9991642630633,-1.07906758330736,0.331981237102007,-3.25038725901185,0.00115247953907477,0.00518573884236772
"YGR225W",8.57291436484303,-2.23118200392519,0.687653136493432,-3.24463291958895,0.00117602117181226,0.00526867703837975
"YGR030C",16.6032538234213,-1.41954070229313,0.438100838713865,-3.24021452791664,0.0011943980199199,0.005331703137983
"YDL214C",17.6498137975968,-1.3310514429717,0.411688252064401,-3.23315381553195,0.00122431623058575,0.00546131544241821
"YOR337W",22.4647333772937,-1.13723633424534,0.352104672967962,-3.22982459920043,0.00123866184068298,0.00551735119388453
"YDR285W",21.2905248739045,-1.18144435059029,0.366297214712573,-3.22537082766885,0.00125809594510073,0.00559585881548398
"YLR313C",17.5330413148087,-1.31769524216775,0.408902301422932,-3.22251852724311,0.00127068947654457,0.00564375864420764
"YIR027C",11.2086491458033,-1.79446023337476,0.558052870412487,-3.21557387931429,0.00130183980504803,0.00574909555591162
"YLL002W",26.7410003434896,-1.02975629021783,0.320525264960276,-3.21271488643946,0.0013148674608646,0.00580248572066283
"YIR028W",19.3446399171673,-1.23593170937073,0.386296186661991,-3.19944061589242,0.00137694550643995,0.00604195875769074
"YDR003W-A",24.7829875037385,-1.06125708104313,0.332151765911921,-3.19509691038209,0.00139783894557829,0.00612061539723489
"YDR222W",17.5086324324729,-1.31826577789195,0.412719759226972,-3.19409417266834,0.00140270351374325,0.00613323437422578
"YLR145W",26.7510128025954,-1.02966890145597,0.323820596027408,-3.17975111554923,0.00147401592924163,0.00642234968606901
"YDR504C",8.46667235682776,-2.21143848315349,0.696096667305072,-3.17691290164488,0.00148851732277083,0.0064673150814488
"YAR009C",3.93190639306749,3.01121943490317,0.948866190296916,3.1734921801365,0.00150616959057504,0.00653025315829558
"YCL037C",3.58631082007351,3.32280117648369,1.04727866473581,3.17279563536409,0.00150978758474002,0.00654135559298776
"YCL027W",19.2625856007254,-1.22494951541405,0.386443875894353,-3.16979926924479,0.0015254427953818,0.00658153038704825
"YDR031W",17.394450333947,-1.30637629106963,0.412223540919659,-3.16909676763034,0.00152913475050683,0.00659286181281238
"YPR012W",12.252953163981,-1.61919064458008,0.511507380095615,-3.16552743437916,0.00154802063068206,0.00666499905499646
"YHR180W",27.2836609390579,-1.01842346988311,0.322991818527375,-3.15309370536515,0.00161549939877891,0.00693622122154413
"YOL163W",10.9948636990431,-1.75832484100398,0.558479538498046,-3.14841407750185,0.00164158975154596,0.00703847248289317
"YMR141C",21.545954262836,-1.12693679505616,0.359255649505178,-3.13686589649557,0.00170764213656942,0.00728633234410691
"YER067C-A",9.29490180702895,1.6189626413961,0.517655949354298,3.12748775207843,0.0017630716565555,0.00747643888903966
"YIR032C",8.26681435358591,-2.16328555969008,0.696547591140832,-3.10572541948923,0.00189812882573002,0.00797265651377572
"YPR158W",22.8277643963777,-1.09666003290889,0.35377836124271,-3.09985050825797,0.00193618337773033,0.0080885662106803
"YNL279W",24.4844756824964,-1.03188119734917,0.336673494748812,-3.06493149429254,0.00217719860585767,0.00892665856490485
"YPL062W",7.45563721748113,-2.30435272256632,0.75241247535228,-3.06261897304058,0.00219409237449543,0.00897214112425856
"YJR094C",14.5713663451024,-1.39534651562351,0.459514376313296,-3.0365677061476,0.00239288361776622,0.00970168475958036
"YHR093W",2.39267583232602,-4.11111165113609,1.3620408179496,-3.01834687841801,0.00254157804401754,0.0102308024452417
"YOL162W",9.29024167652491,-1.86028623436522,0.617323852559295,-3.01346890558799,0.00258279507218854,0.0103764630595003
"YPR014C",12.4984081540855,-1.50323945948671,0.502194764688926,-2.99333956700615,0.00275942543560907,0.0110145581742666
"YPL113C",17.446489184339,-1.20986302790824,0.406150162936924,-2.97885643861268,0.00289326300411101,0.0114527307782693
"YLR307W",7.80990366361504,-2.06730815056739,0.695906502085546,-2.97066939936891,0.00297151473579249,0.0117399499810652
"YDR261C-D",5.23874789658823,2.12420030434922,0.717387758519871,2.96102112019853,0.00306620911910194,0.0120678344910202
"YLR341W",8.50474259336035,-1.94004908197789,0.655683308455762,-2.95882029778525,0.00308819128108769,0.0121158144933986
"YHR175W-A",12.3828873696707,-1.48502366210497,0.503998176814204,-2.94648617876333,0.00321406782328707,0.0125618683655572
"YKL170W",6.80094312540171,1.79078867641634,0.609765412079408,2.93684856658142,0.00331565968788498,0.0129018782949336
"YCL058C",6.4517434792728,-2.43853747108162,0.830856621815742,-2.93496784770455,0.00333582251432929,0.0129640288292433
"snR19",17.3535457803343,-1.19472676815196,0.407215227701782,-2.93389511707283,0.00334737300153943,0.0129844493796392
"YHR085W",16.1847901202943,1.1120306831608,0.379580975382014,2.92962702369802,0.00339369075888136,0.013106594709862
"YDR040C",19.5658842812955,1.00020305788788,0.342243284760259,2.92249140429016,0.0034724320566315,0.0133689714588545
"YHL018W",6.42033529352206,1.8273374818683,0.629103893787248,2.90466725752975,0.00367643713683302,0.0140321508732794
"YKL078W",10.8289167624973,1.35276007553377,0.466944609234475,2.89704613519691,0.00376694355173768,0.0143245726826067
"YBR191W-A",3.8488117074941,-3.7366253969489,1.30226221058786,-2.86933412224421,0.00411337024819678,0.0154990388097402
"YMR294W-A",10.3454110841555,-1.64459653145536,0.574124189269508,-2.86453098857909,0.00417627289730844,0.0156787623881355
"YDL210W",12.1816863819066,-1.45127147517985,0.509028734979661,-2.8510600197017,0.00435737436341152,0.0161722106697223
"YNL146W",11.7134828643344,-1.52926510074214,0.538392106145898,-2.84043001984083,0.00450527566445844,0.0166371792400707
"YNL133C",13.3508584610785,-1.34698097407506,0.475120946777875,-2.83502755079495,0.00458217338647974,0.0168649058549376
"YDL098C",18.16664984191,-1.10313705829672,0.391555405656089,-2.8173204669421,0.00484261799909986,0.0176762699471568
"YKR104W",6.79213050273889,-2.1430287951362,0.765971754598553,-2.79779088754958,0.00514534126159036,0.0186056261750202
"YEL073C",13.2339501087446,1.24423332596089,0.44488627845607,2.7967446653533,0.00516203104063562,0.0186550736264092
"YDR379C-A",11.2764404515596,-1.45640836683043,0.521130854614121,-2.79470761313652,0.00519466738591033,0.0187511126701442
"YOR318C",7.38418394792735,-1.96391145593557,0.703049862247385,-2.79341702686305,0.00521544069332909,0.0188137568755408
"YLR042C",11.2856993420668,-1.45621508626501,0.52133324345389,-2.79325192580742,0.00521810357175174,0.0188137568755408
"YDL244W",4.85409284884293,-3.1150361466265,1.12467157573955,-2.76972959379554,0.00561028480810096,0.0199832078916066
"YOR177C",6.91290820573264,-2.17192854088797,0.784928835647584,-2.76703879670325,0.0056568022751276,0.0201026052132191
"YHR007C-A",6.00252925128132,-2.31788201401888,0.839055495142832,-2.76248952236981,0.00573624028438551,0.0203615138493937
"YDR344C",7.94204835632838,-1.81923944781853,0.662179509502159,-2.74735086439971,0.00600788249990876,0.0212030994653635
"YGR025W",4.74597236840725,-3.07996255147546,1.12554526630614,-2.73641819985029,0.00621120350742882,0.0218469108018545
"YHR032W-A",13.8914693444932,1.13069699313701,0.414252274232498,2.72948892129053,0.00634325804360229,0.0222355453347124
"YOL091W",4.73430343276307,-3.07880199255481,1.12867553563635,-2.72780076766611,0.00637581036714187,0.0223117300574133
"YDL085W",15.4308667793141,-1.16115065666609,0.425753567928215,-2.72728344313458,0.00638581587921988,0.0223341112745808
"YGR153W",19.5469198972772,-1.08315646263041,0.397553691388027,-2.7245539057848,0.00643884184630761,0.0224814415931745
"YAL067C",6.57527132983574,-2.08535302168745,0.771977075959974,-2.70131469784159,0.00690659542747003,0.0237923752281498
"YBR032W",13.5576013885082,-1.2548709287144,0.468664093086861,-2.67754869046865,0.00741630723726642,0.0253226781881718
"YMR133W",17.7104383413476,-1.05231551131856,0.393703051199542,-2.67286602964429,0.00752062783649287,0.0256223152116637
"YDR218C",3.29116951718968,-3.49665865734169,1.31056740686294,-2.66804945631261,0.0076293026784725,0.0259069679866681
"YLR275W",17.8515742374974,-1.06692083164048,0.400657183527834,-2.66292699970114,0.00774642173386762,0.0262470488868778
"YMR244C-A",7.74421725270753,-1.76643769583111,0.665477362001728,-2.65439186468753,0.00794515002745213,0.0268029679497526
"YPL124W",18.9073772696846,-1.00758577707045,0.38078402646593,-2.64608204924427,0.00814300626488701,0.0272918633590769
"YCL036W",10.3363744902753,1.25786638331091,0.476056502699492,2.64226279061023,0.00823541301264934,0.0275418920590602
"YMR193C-A",5.78810996997914,-2.25560396528032,0.854224283323949,-2.64052896799344,0.00827767158188554,0.0276682626024451
"YIL014C-A",11.8774565032692,-1.25352224660741,0.493841793862908,-2.53830733280421,0.0111390117095584,0.0357639156445446
"YAL037W",7.40874504665959,-1.68829247273895,0.669589894390189,-2.5213828447583,0.0116894593604162,0.0371647919131013
"YNR072W",9.22779871500459,1.26141877621994,0.501482680085693,2.51537854907449,0.0118904636892293,0.0376498568532033
"YEL045C",13.36204455478,1.05453413889591,0.41919184601222,2.51563609580603,0.0118817793501056,0.0376498568532033
"YOR390W",2.96408198685312,-3.33281282581986,1.32675752963597,-2.51199842576684,0.0120049624205497,0.037972751787291
"YBR184W",4.67734178776992,-2.38108436450885,0.969168920736442,-2.45683111949105,0.0140168562267054,0.0434515208412793
"YGR144W",12.2556301054864,-1.1727984454218,0.482218430003583,-2.43208963500853,0.0150119917388237,0.0461396884690025
"YBR299W",7.19106278987331,-1.62913796771389,0.672958766651132,-2.42085852573261,0.0154839020389153,0.0473314732780478
"YIR005W",8.55709480978274,-1.4815631529107,0.612629390672931,-2.41836773662344,0.0155903121818327,0.0475742767599276
"YLR408C",14.0691533456406,-1.08382610676329,0.448436989394743,-2.41689720606262,0.0156534370147687,0.047731796357996
"YKL178C",3.99791210089454,-2.79482841220502,1.16132076445384,-2.40659471332144,0.0161020281316695,0.0488349255150191
