YDL069C	3	5	5	18	17	16
YDL068W	0	0	1	0	1	0
YDL067C	34	22	33	146	132	142
YDL066W	221	200	201	340	334	329
YDL065C	49	44	42	155	142	128
YDL064W	37	42	33	108	100	103
YDL063C	14	11	13	18	12	20
YDL062W	0	0	0	1	1	0
YDL061C	405	386	438	724	752	708
YDL060W	67	78	53	68	76	75
YDL059C	22	15	30	58	66	54
YDL058W	72	71	70	214	175	191
YDL057W	28	10	20	52	52	53
YDL056W	44	41	48	148	115	125
YDL055C	1697	1616	1622	2165	2255	2177
tK(UUU)D	0	0	0	0	0	1
YDL054C	62	73	64	117	109	129
YDL053C	63	63	71	126	154	150
YDL052C	154	152	146	250	282	255
YDL051W	60	54	63	103	119	99
YDL050C	3	5	5	7	7	7
YDL049C	36	32	30	70	78	64
YDL048C	169	222	186	181	193	191
YDL047W	70	74	102	234	224	244
YDL046W	229	219	236	615	611	602
YDL045W-A	37	38	33	86	85	95
YDL045C	57	66	56	132	125	123
YDL044C	9	12	15	46	39	39
YDL043C	24	17	19	36	33	48
YDL042C	24	17	17	48	71	55
YDL041W	0	0	0	1	0	0
YDL040C	111	109	118	300	312	290
YDL039C	187	173	175	63	66	53
YDL037C	30	28	22	6	2	7
YDL036C	24	19	16	60	63	52
YDL035C	59	72	73	238	270	243
YDL034W	2	2	1	0	0	1
YDL033C	18	9	18	27	23	24
YDL032W	0	0	0	0	0	0
YDL031W	57	62	50	107	135	110
YDL030W	22	26	21	77	97	89
YDL029W	361	339	349	676	698	698
YDL028C	41	39	29	77	96	90
YDL027C	38	38	46	143	127	133
YDL026W	0	0	0	0	0	0
YDL025C	107	110	90	172	173	165
YDL025W-A	0	0	0	0	0	0
YDL024C	4	2	4	22	21	15
YDL022C-A	0	0	0	0	1	1
tA(AGC)D	0	0	0	0	0	0
YDL023C	0	1	0	1	1	0
YDL022W	623	584	542	423	420	459
YDL021W	10	25	13	69	68	50
YDL020C	103	104	85	274	290	281
YDL019C	204	222	201	326	336	288
YDL018C	19	23	21	70	91	76
YDL017W	17	24	14	79	57	68
YDL016C	21	13	10	49	44	42
YDL015C	137	135	119	332	338	342
YDL014W	683	708	644	845	878	865
YDL013W	75	72	58	142	169	134
YDL012C	55	67	60	105	136	137
YDL011C	0	0	0	0	0	0
YDL010W	14	13	22	66	71	68
YDL009C	12	6	3	47	54	40
YDL008W	44	52	45	61	77	67
tT(AGU)D	0	0	0	2	0	0
YDL007C-A	0	0	0	0	0	0
tS(AGA)D1	0	0	0	0	0	0
YDL007W	325	287	278	750	757	765
YDL006W	40	39	38	85	94	99
YDL005C	66	78	82	216	210	209
YDL004W	109	120	84	280	290	283
YDL003W	35	37	37	94	106	99
YDL002C	16	33	34	102	112	102
YDL001W	15	12	25	68	72	57
YDR001C	283	290	271	452	414	423
YDR002W	365	387	399	883	887	867
YDR003W	54	57	36	165	171	173
YDR003W-A	12	9	11	51	46	57
YDR004W	26	26	27	100	82	114
YDR005C	42	45	66	136	154	139
YDR006C	80	73	81	216	239	220
YDR007W	37	37	42	84	79	94
YDR008C	1	0	1	5	4	8
YDR009W	13	17	12	47	45	32
YDR010C	3	3	3	22	19	12
YDR011W	290	285	262	241	269	242
YDR012W	462	487	452	726	716	708
YDR013W	19	19	18	59	60	70
YDR014W	2	7	7	26	31	19
YDR014W-A	1	0	0	3	0	4
YDR015C	0	0	0	0	0	0
YDR016C	25	30	19	82	61	90
YDR017C	84	86	94	214	224	205
YDR018C	5	13	3	46	42	58
YDR019C	167	178	183	53	39	42
YDR020C	9	8	11	22	31	27
YDR021W	2	6	7	14	19	9
YDR022C	15	20	19	49	53	52
tV(UAC)D	0	0	0	0	0	0
YDR023W	361	348	342	841	776	764
YDR024W	2	0	0	11	3	3
YDR025W	1231	1192	1160	1772	1794	1709
YDR026C	63	42	53	140	116	137
YDR027C	70	69	72	170	194	159
YDR028C	287	305	305	540	529	497
YDR029W	4	0	3	14	1	6
YDR030C	5	14	9	24	22	18
YDR031W	11	6	3	38	37	39
YDR032C	316	299	312	736	768	743
YDR033W	650	654	633	127	123	119
YDR034C	41	40	43	95	102	104
YDR034C-D	1	1	3	6	3	7
YDR034C-C	0	0	0	0	0	0
tL(UAA)D	0	0	0	0	0	0
YDR034C-A	1	1	1	2	3	1
tQ(UUG)D1	0	0	0	0	0	0
YDR034W-B	4	5	5	12	17	10
YDR035W	383	380	356	569	505	557
YDR036C	60	65	57	126	99	95
YDR037W	796	857	837	1133	1119	1106
YDR038C	20	12	19	30	36	29
YDR039C	0	0	0	0	0	0
YDR040C	17	18	17	21	25	14
YDR041W	68	71	56	192	163	176
YDR042C	1	1	0	14	7	5
snR47	0	3	0	4	3	1
YDR043C	15	19	13	34	48	48
YDR044W	253	284	258	200	208	198
YDR045C	37	17	32	60	81	65
YDR046C	321	316	312	393	330	384
YDR047W	103	116	119	298	304	306
YDR048C	0	0	0	0	0	1
YDR049W	28	22	33	138	89	126
YDR050C	5882	5628	5619	9521	9515	9293
YDR051C	49	34	42	133	139	114
YDR052C	51	54	48	226	203	185
YDR053W	0	0	0	2	3	0
YDR054C	178	168	165	506	477	499
YDR055W	287	276	270	133	158	141
YDR056C	114	121	112	264	274	247
YDR057W	57	48	43	131	135	139
YDR058C	16	13	4	44	52	40
tR(UCU)D	0	0	0	0	0	0
tD(GUC)D	0	0	0	0	0	0
YDR059C	30	29	24	138	112	122
YDR060W	72	84	85	146	139	159
YDR061W	58	56	46	111	117	119
YDR062W	224	212	215	347	325	351
YDR063W	47	45	45	109	154	102
YDR064W	1402	1381	1384	2116	2207	2075
YDR065W	10	9	7	22	17	28
YDR066C	13	11	7	24	18	23
YDR067C	34	36	32	79	63	92
YDR068W	69	62	67	181	176	174
YDR069C	36	37	26	66	72	74
YDR070C	7	14	6	22	19	20
YDR071C	106	113	114	345	328	361
YDR072C	178	166	177	342	330	342
YDR073W	88	87	91	153	171	150
YDR074W	747	819	746	908	912	904
YDR075W	11	13	18	45	29	47
YDR076W	8	14	10	67	60	60
YDR077W	5214	5195	5118	846	851	915
YDR078C	7	5	11	49	53	44
YDR079W	11	4	5	57	48	47
YDR079C-A	9	7	13	30	27	39
YDR080W	29	21	21	72	71	64
YDR081C	52	38	35	124	122	118
YDR082W	17	19	13	43	37	42
YDR083W	23	14	25	46	27	36
YDR084C	58	56	53	160	150	177
YDR085C	116	91	91	110	130	131
YDR086C	110	101	129	417	377	409
YDR087C	51	56	59	70	97	69
YDR088C	42	30	29	132	127	138
tR(ACG)D	0	0	0	0	0	0
YDR089W	80	83	92	29	62	53
YDR090C	46	38	43	120	115	108
YDR091C	71	67	68	123	111	122
YDR092W	84	74	70	218	249	268
YDR093W	224	223	221	374	362	359
YDR094W	0	0	0	0	0	0
YDR095C	0	0	0	1	0	1
YDR096W	152	156	168	469	467	428
YDR097C	41	35	33	105	89	89
YDR098C	70	92	74	256	261	231
tQ(UUG)D2	0	0	0	0	0	0
YDR098C-B	0	4	0	1	2	1
YDR098C-A	0	0	0	0	0	0
YDR099W	339	301	331	707	716	709
YDR100W	33	37	42	160	151	155
YDR101C	39	35	35	48	55	48
YDR102C	0	3	0	1	1	1
YDR103W	48	38	41	128	143	116
YDR104C	18	19	17	70	80	76
YDR105C	50	62	67	148	141	143
YDR106W	2	0	3	9	4	8
tI(AAU)D	0	0	0	0	0	0
YDR107C	36	36	38	94	87	85
YDR108W	31	34	30	75	70	74
YDR109C	34	35	26	61	73	92
YDR110W	25	26	30	51	42	51
YDR111C	49	44	44	267	261	259
YDR112W	3	0	3	7	8	7
YDR113C	42	36	25	90	95	91
YDR114C	0	0	0	1	0	0
YDR115W	31	35	28	77	78	81
YDR116C	60	66	59	133	128	95
YDR117C	45	49	46	139	139	123
YDR118W	5	9	13	25	48	36
YDR118W-A	1	0	2	1	1	1
YDR119W	84	81	70	119	136	122
YDR119W-A	15	12	8	8	4	6
YDR120C	42	44	50	74	76	75
YDR121W	40	34	47	82	81	80
YDR122W	191	209	201	449	440	448
YDR123C	11	13	10	73	53	67
YDR124W	9	12	10	45	42	51
YDR125C	5	10	10	32	24	33
YDR126W	28	20	11	54	34	42
YDR127W	328	308	321	440	447	402
YDR128W	72	82	69	185	199	218
YDR129C	483	461	527	896	905	909
YDR130C	18	26	23	49	45	46
YDR131C	10	17	12	40	30	27
YDR132C	18	17	20	75	69	61
YDR133C	528	545	488	725	776	691
YDR135C	260	229	243	407	405	427
YDR136C	1	0	2	3	2	1
YDR137W	41	31	49	109	108	107
YDR138W	22	33	22	77	67	79
YDR139C	39	35	36	84	105	90
YDR140W	21	18	13	58	73	59
YDR141C	72	80	79	189	169	162
YDR142C	41	23	21	87	83	89
YDR143C	90	86	87	149	170	146
YDR144C	75	66	48	134	112	148
YDR145W	117	116	116	313	259	271
YDR146C	50	37	59	97	95	114
YDR147W	22	25	20	81	100	74
YDR148C	146	159	149	308	333	279
YDR149C	0	0	0	0	1	0
YDR150W	139	127	127	359	356	320
YDR151C	51	46	39	172	165	176
YDR152W	116	101	106	195	208	183
YDR153C	74	79	69	216	182	230
YDR154C	63	63	52	137	116	145
YDR155C	945	966	889	1300	1253	1212
YDR156W	27	27	26	71	68	60
YDR157W	1	4	3	7	7	9
YDR158W	527	460	496	1127	1121	1119
YDR159W	41	41	36	137	113	114
YDR160W	60	55	50	117	114	100
YDR161W	45	47	44	103	82	79
YDR162C	49	45	45	109	120	104
YDR163W	20	22	28	89	55	73
YDR164C	60	31	49	105	114	125
YDR165W	57	40	41	64	72	72
YDR166C	35	40	26	89	82	98
YDR167W	76	52	61	134	132	148
YDR168W	80	75	89	202	192	221
YDR169C	76	99	81	185	216	179
YDR169C-A	0	1	1	0	0	2
YDR170C	239	233	240	421	437	428
tQ(UUG)D3	0	0	0	0	0	0
YDR170W-A	19	17	13	38	42	29
YDR171W	542	477	477	666	623	600
YDR172W	311	282	289	501	519	453
YDR173C	24	21	20	57	50	63
YDR174W	211	225	229	558	586	529
YDR175C	51	57	54	138	149	124
YDR176W	80	82	75	223	217	238
YDR177W	143	119	126	271	222	257
YDR178W	118	120	95	296	297	300
YDR179C	1	1	2	14	10	8
YDR179W-A	6	7	7	18	17	24
YDR180W	24	12	16	48	46	50
YDR181C	39	29	26	99	97	91
YDR182W	78	91	85	276	236	261
YDR182W-A	1	1	0	10	8	7
YDR183W	19	11	14	46	43	41
YDR183C-A	0	0	1	4	4	5
YDR184C	7	11	4	23	13	23
YDR185C	22	14	29	64	56	43
YDR186C	143	166	144	281	285	262
YDR187C	0	0	0	1	1	2
YDR188W	393	398	398	754	768	705
YDR189W	88	92	74	194	174	206
YDR190C	189	226	232	308	330	306
YDR191W	11	12	7	39	42	55
YDR192C	17	21	18	50	56	61
YDR193W	0	0	0	0	1	1
YDR194C	64	76	77	151	175	171
YDR194W-A	0	0	0	0	0	0
YDR195W	19	15	20	76	88	76
YDR196C	79	77	72	175	148	144
YDR197W	16	12	14	51	53	54
YDR198C	16	20	18	40	36	35
YDR199W	1	0	1	3	9	10
YDR200C	35	35	42	117	108	104
YDR201W	25	23	16	80	71	70
YDR202C	25	29	31	72	72	70
YDR203W	0	1	0	0	0	1
YDR204W	92	68	80	152	127	135
YDR205W	38	42	40	88	93	112
YDR206W	97	102	104	191	202	206
YDR207C	55	60	41	144	128	135
YDR208W	50	76	67	234	221	206
YDR209C	39	32	29	60	42	46
YDR210W	0	0	0	0	0	0
YDR210W-B	0	0	1	1	2	1
YDR210W-A	0	0	0	0	0	0
YDR210C-D	1	3	1	1	1	1
YDR210C-C	0	0	0	0	0	0
tI(UAU)D	0	0	0	0	0	0
YDR211W	106	125	146	213	268	234
YDR212W	204	209	185	383	354	393
YDR213W	51	83	58	88	77	84
YDR214W	140	169	127	210	227	206
YDR215C	2	2	1	8	5	6
YDR216W	51	50	53	299	282	256
YDR217C	45	39	38	133	126	110
YDR218C	1	0	0	10	10	8
YDR219C	29	22	29	113	119	107
YDR220C	0	0	0	1	4	1
YDR221W	61	58	61	96	106	119
YDR222W	10	5	5	35	46	34
YDR223W	12	16	17	50	34	34
YDR224C	569	571	556	1491	1471	1467
YDR225W	669	565	600	1364	1305	1388
YDR226W	541	512	524	1079	1080	1115
YDR227W	35	25	21	100	86	103
YDR228C	51	29	37	127	109	103
YDR229W	71	73	79	180	166	167
YDR230W	2	3	1	6	11	6
YDR231C	19	26	24	61	63	69
YDR232W	201	177	191	294	308	270
YDR233C	283	294	261	786	768	794
YDR234W	94	92	74	160	120	147
YDR235W	17	20	15	74	67	71
YDR236C	40	49	36	113	122	130
YDR237W	45	50	31	81	82	81
YDR238C	301	306	271	519	527	553
YDR239C	33	24	28	47	52	57
YDR240C	12	8	10	37	18	39
YDR241W	3	3	0	6	3	5
tY(GUA)D	0	0	0	0	0	0
YDR242W	22	36	28	66	69	67
YDR243C	23	21	14	58	44	39
YDR244W	53	69	67	157	156	130
YDR245W	123	117	130	276	278	278
YDR246W	73	74	56	169	147	174
YDR246W-A	11	10	4	16	10	11
YDR247W	70	61	79	102	109	95
YDR248C	32	27	24	56	58	58
YDR249C	6	9	11	41	30	19
YDR250C	1	1	0	4	1	2
YDR251W	238	199	192	538	574	539
YDR252W	6	4	7	19	18	18
YDR253C	15	24	27	56	56	54
YDR254W	28	20	22	53	53	87
YDR255C	35	35	46	95	79	89
YDR256C	22	28	36	75	70	62
YDR257C	42	32	32	83	102	95
YDR258C	156	178	174	192	193	205
YDR259C	6	8	12	71	68	66
YDR260C	35	36	38	124	108	126
YDR261C	105	107	112	196	183	173
tS(AGA)D2	0	0	0	0	0	0
YDR261W-B	1	3	3	5	4	10
YDR261W-A	0	0	0	0	0	0
YDR261C-D	6	6	5	5	2	2
YDR261C-C	0	0	0	0	0	0
tG(GCC)D2	1	2	0	0	0	1
YDR262W	74	76	79	187	173	157
YDR263C	5	5	9	12	19	23
YDR264C	182	154	147	334	345	333
YDR265W	35	28	30	82	81	65
YDR266C	52	47	41	86	109	103
YDR267C	92	57	81	147	164	174
YDR268W	26	17	21	41	40	51
YDR269C	0	0	0	0	0	0
YDR270W	23	25	17	65	63	60
YDR271C	0	0	0	0	1	1
YDR272W	57	66	54	167	144	149
YDR273W	19	13	16	50	33	46
YDR274C	43	36	39	25	25	26
YDR275W	42	47	43	79	86	89
YDR276C	401	428	362	880	830	827
YDR277C	172	195	208	152	152	140
YDR278C	0	0	1	0	0	1
tE(CUC)D	0	0	0	0	0	0
YDR279W	17	23	37	68	54	60
YDR280W	75	87	79	135	138	156
YDR281C	16	19	11	3	3	0
YDR282C	13	14	12	32	34	34
YDR283C	45	66	62	134	138	144
YDR284C	105	90	94	259	226	266
YDR285W	10	12	4	48	47	41
YDR286C	13	16	10	32	52	43
YDR287W	59	44	47	118	104	127
YDR288W	18	18	19	54	48	44
YDR289C	47	45	43	106	112	96
YDR290W	0	0	0	0	0	0
YDR291W	50	40	48	98	102	111
YDR292C	137	118	117	261	300	275
YDR293C	452	397	454	961	946	950
YDR294C	194	189	188	343	320	356
YDR295C	23	26	35	79	55	97
YDR296W	112	103	97	187	189	181
YDR297W	186	196	195	400	414	387
YDR298C	79	117	108	287	283	298
YDR299W	16	14	12	22	15	20
YDR300C	85	98	77	186	164	144
YDR301W	67	66	56	148	134	137
YDR302W	20	18	26	106	94	91
YDR303C	48	42	44	132	139	130
YDR304C	231	213	224	528	513	490
YDR305C	35	12	27	72	59	67
YDR306C	38	42	34	137	148	136
tV(CAC)D	0	0	0	0	0	0
YDR307W	38	37	44	95	109	94
YDR308C	18	20	31	58	55	67
YDR309C	49	65	57	250	219	231
YDR310C	79	109	88	223	202	211
YDR311W	58	50	27	107	121	105
YDR312W	16	15	18	42	43	39
YDR313C	22	27	36	50	68	88
YDR314C	10	12	10	22	15	16
YDR315C	14	14	8	43	43	46
YDR316W	22	20	31	71	80	91
tF(GAA)D	0	0	0	0	1	0
YDR316W-B	0	0	0	0	0	1
YDR316W-A	0	0	0	0	0	0
YDR317W	12	7	5	30	36	38
YDR318W	14	18	24	58	52	64
YDR319C	46	27	34	95	115	131
YDR320C	37	37	31	93	111	102
YDR320C-A	21	26	9	76	68	63
YDR320W-B	0	0	0	0	0	0
YDR321W	128	142	154	261	226	220
YDR322W	33	44	37	81	83	82
YDR322C-A	45	46	49	152	138	141
YDR323C	10	2	7	35	45	35
YDR324C	28	32	27	52	42	36
YDR325W	27	31	36	56	57	58
YDR326C	59	70	68	214	200	169
YDR327W	68	62	56	118	102	117
YDR328C	228	213	207	390	415	369
YDR329C	88	89	83	245	240	213
YDR330W	107	103	103	185	186	210
YDR331W	38	44	46	104	97	95
YDR332W	22	25	24	71	63	58
YDR333C	58	51	74	154	148	168
YDR334W	118	100	109	311	247	261
YDR335W	163	153	168	499	485	469
YDR336W	13	28	25	60	53	61
YDR337W	36	29	28	89	99	96
YDR338C	46	31	39	102	87	95
YDR339C	42	27	35	101	87	86
tX(XXX)D	0	0	0	0	0	0
YDR340W	2	0	0	0	0	0
YDR341C	260	258	239	488	472	443
YDR342C	376	375	358	103	76	106
YDR343C	62	60	81	43	39	44
YDR344C	3	3	1	23	19	15
YDR345C	3457	3339	3266	3883	3853	3786
YDR346C	241	260	240	508	508	510
YDR347W	84	84	67	164	161	149
YDR348C	159	161	143	410	446	429
YDR349C	136	133	124	361	333	324
tM(CAU)D	0	0	0	0	0	0
YDR350C	23	45	45	156	134	160
YDR351W	52	42	47	185	186	190
YDR352W	43	48	47	72	94	78
YDR353W	647	639	701	1190	1197	1139
YDR354W	99	105	106	232	246	236
YDR354C-A	0	0	0	0	0	0
YDR355C	0	0	0	0	0	0
YDR356W	31	30	30	88	79	92
YDR357C	8	10	11	41	43	33
YDR358W	98	82	78	241	231	219
YDR359C	48	57	54	143	163	156
YDR360W	1	0	1	7	3	1
YDR361C	51	43	41	72	71	63
YDR362C	41	36	37	64	74	84
YDR363W	23	25	28	76	72	81
tK(CUU)D1	0	0	0	0	0	0
YDR363W-A	79	59	74	208	196	199
YDR364C	17	21	27	56	69	46
YDR365C	168	187	209	245	227	254
YDR365W-A	0	0	0	0	0	0
YDR365W-B	2	0	1	0	1	2
YDR366C	0	0	1	3	1	2
YDR367W	33	27	29	117	81	73
YDR368W	111	105	100	254	208	240
YDR369C	20	27	23	49	53	49
YDR370C	26	23	23	67	73	50
YDR371W	27	25	26	90	98	81
YDR371C-A	0	0	0	0	0	0
YDR372C	154	152	143	300	281	268
YDR373W	47	52	43	148	155	143
YDR374C	0	1	1	0	2	0
YDR374W-A	4	7	9	53	36	38
YDR375C	47	44	54	125	124	92
YDR376W	43	39	47	107	109	117
YDR377W	83	73	65	201	187	185
YDR378C	66	72	61	182	182	172
YDR379W	91	89	78	222	232	261
YDR379C-A	4	3	5	25	29	22
YDR380W	57	45	31	102	110	118
YDR381W	181	189	183	327	350	378
YDR381C-A	18	18	22	97	87	75
YDR382W	1562	1500	1484	2393	2348	2366
YDR383C	23	12	14	73	77	90
YDR384C	73	83	71	83	96	91
YDR385W	273	263	294	521	480	530
YDR386W	21	17	15	50	57	58
YDR387C	59	59	66	149	157	166
YDR388W	447	465	448	732	681	729
YDR389W	67	55	48	119	110	124
YDR390C	81	75	79	180	186	173
tG(CCC)D	0	0	0	0	0	0
YDR391C	109	96	107	138	168	160
YDR392W	62	53	51	129	153	131
YDR393W	29	39	31	75	66	81
YDR394W	343	340	360	589	616	577
YDR395W	73	79	83	120	101	125
YDR396W	4	4	2	16	14	10
YDR397C	0	4	3	6	5	7
YDR398W	85	82	74	111	114	142
YDR399W	222	223	207	153	144	111
YDR400W	22	28	24	67	60	73
YDR401W	0	0	0	0	0	0
YDR402C	1	3	0	3	2	4
YDR403W	5	1	5	23	19	17
YDR404C	60	85	67	152	168	164
YDR405W	93	134	106	201	222	205
YDR406W	232	237	239	140	159	134
YDR406W-A	2	0	1	3	5	3
YDR407C	63	57	46	125	147	133
YDR408C	177	211	196	244	252	228
YDR409W	45	55	50	102	110	96
YDR410C	25	32	23	88	92	95
YDR411C	78	68	74	146	170	153
YDR412W	1	6	7	8	12	9
YDR413C	0	0	0	1	0	0
YDR414C	17	31	15	80	56	68
YDR415C	41	45	38	88	81	84
YDR416W	29	23	32	80	75	66
YDR417C	0	0	0	1	0	3
YDR418W	173	189	169	377	369	343
YDR419W	29	22	27	50	64	52
tS(AGA)D3	0	0	0	0	0	1
YDR420W	62	88	68	185	182	182
YDR421W	55	59	34	128	122	141
YDR422C	56	55	60	106	108	79
YDR423C	50	47	58	134	122	150
YDR424C	50	63	44	118	96	122
YDR425W	28	19	34	56	74	76
YDR426C	0	0	0	2	3	1
YDR427W	108	94	80	320	286	270
YDR428C	23	25	16	59	67	47
YDR429C	365	355	368	628	618	648
YDR430C	112	88	79	166	137	152
YDR431W	0	0	0	1	0	0
YDR432W	321	354	327	644	594	649
